index,Match Type,POTM,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Winner,Win_Margin,Result_Type,Target_Runs,Season,Match
57,Eliminator,Rishabh Pant,Visakhapatnam,SRH,DC,Delhi Capitals,field,DC,2.0,wicket,162.0,2019,Eliminator
58,Qualifier 2,Faf du Plessis,Visakhapatnam,DC,CSK,Chennai Super Kings,field,CSK,6.0,wicket,147.0,2019,Qualifier 2
59,Final,Shane Watson,Hyderabad,MI,CSK,Mumbai Indians,bat,MI,1.0,runs,149.0,2019,Final
0,League,Ambati Rayudu,Abu Dhabi,MI,CSK,Chennai Super Kings,field,CSK,5.0,wicket,162.0,2020,"['1st', 'Match']"
1,League,Marcus Stoinis,Dubai (DICS),DC,KXIP,Kings XI Punjab,field,DC,0.0,runs,157.0,2020,"['2nd', 'Match']"
2,League,Yuzvendra Chahal,Dubai (DICS),RCB,SRH,Sunrisers Hyderabad,field,RCB,10.0,runs,163.0,2020,"['3rd', 'Match']"
3,League,Sanju Samson,Sharjah,RR,CSK,Chennai Super Kings,field,RR,16.0,runs,216.0,2020,"['4th', 'Match']"
4,League,Rohit Sharma,Abu Dhabi,MI,KKR,Kolkata Knight Riders,field,MI,49.0,runs,195.0,2020,"['5th', 'Match']"
5,League,KL Rahul,Dubai (DICS),KXIP,RCB,Royal Challengers Bangalore,field,Kings,97.0,runs,206.0,2020,"['6th', 'Match']"
6,League,Prithvi Shaw,Dubai (DICS),DC,CSK,Chennai Super Kings,field,DC,44.0,runs,175.0,2020,"['7th', 'Match']"
7,League,Shubman Gill,Abu Dhabi,SRH,KKR,Sunrisers Hyderabad,bat,KKR,7.0,wicket,142.0,2020,"['8th', 'Match']"
8,League,Sanju Samson,Sharjah,KXIP,RR,Rajasthan Royals,field,RR,4.0,wicket,223.0,2020,"['9th', 'Match']"
9,League,AB de Villiers,Dubai (DICS),RCB,MI,Mumbai Indians,field,RCB,0.0,runs,201.0,2020,"['10th', 'Match']"
10,League,Rashid Khan,Abu Dhabi,SRH,DC,Delhi Capitals,field,SRH,15.0,runs,162.0,2020,"['11th', 'Match']"
11,League,Shivam Mavi,Dubai (DICS),KKR,RR,Rajasthan Royals,field,KKR,37.0,runs,174.0,2020,"['12th', 'Match']"
12,League,Kieron Pollard,Abu Dhabi,MI,KXIP,Kings XI Punjab,field,MI,48.0,runs,191.0,2020,"['13th', 'Match']"
13,League,Priyam Garg,Dubai (DICS),SRH,CSK,Sunrisers Hyderabad,bat,SRH,7.0,runs,164.0,2020,"['14th', 'Match']"
14,League,Yuzvendra Chahal,Abu Dhabi,RR,RCB,Rajasthan Royals,bat,RCB,8.0,wicket,154.0,2020,"['15th', 'Match,']"
15,League,Shreyas Iyer,Sharjah,DC,KKR,Kolkata Knight Riders,field,DC,18.0,runs,228.0,2020,"['16th', 'Match']"
16,League,Trent Boult,Sharjah,MI,SRH,Mumbai Indians,bat,MI,34.0,runs,208.0,2020,"['17th', 'Match,']"
17,League,Shane Watson,Dubai (DICS),KXIP,CSK,Kings XI Punjab,bat,CSK,10.0,wicket,178.0,2020,"['18th', 'Match']"
18,League,Axar Patel,Dubai (DICS),DC,RCB,Royal Challengers Bangalore,field,DC,59.0,runs,196.0,2020,"['19th', 'Match']"
19,League,Suryakumar Yadav,Abu Dhabi,MI,RR,Mumbai Indians,bat,MI,57.0,runs,193.0,2020,"['20th', 'Match']"
20,League,Rahul Tripathi,Abu Dhabi,KKR,CSK,Kolkata Knight Riders,bat,KKR,10.0,runs,167.0,2020,"['21st', 'Match']"
21,League,Jonny Bairstow,Dubai (DICS),SRH,KXIP,Sunrisers Hyderabad,bat,SRH,69.0,runs,201.0,2020,"['22nd', 'Match']"
22,League,Ravichandran Ashwin,Sharjah,DC,RR,Rajasthan Royals,field,DC,46.0,runs,184.0,2020,"['23rd', 'Match']"
23,League,Dinesh Karthik,Abu Dhabi,KKR,KXIP,Kolkata Knight Riders,bat,KKR,2.0,runs,164.0,2020,"['24th', 'Match,']"
24,League,Virat Kohli,Dubai (DICS),RCB,CSK,Royal Challengers Bangalore,bat,RCB,37.0,runs,169.0,2020,"['25th', 'Match']"
25,League,Rahul Tewatia,Dubai (DICS),SRH,RR,Sunrisers Hyderabad,bat,RR,5.0,wicket,158.0,2020,"['26th', 'Match,']"
26,League,Quinton de Kock,Abu Dhabi,DC,MI,Delhi Capitals,bat,MI,5.0,wicket,162.0,2020,"['27th', 'Match']"
27,League,AB de Villiers,Sharjah,RCB,KKR,Royal Challengers Bangalore,bat,RCB,82.0,runs,194.0,2020,"['28th', 'Match']"
28,League,Ravindra Jadeja,Dubai (DICS),CSK,SRH,Chennai Super Kings,bat,CSK,20.0,runs,167.0,2020,"['29th', 'Match']"
29,League,Anrich Nortje,Dubai (DICS),DC,RR,Delhi Capitals,bat,DC,13.0,runs,161.0,2020,"['30th', 'Match']"
30,League,KL Rahul,Sharjah,RCB,KXIP,Royal Challengers Bangalore,bat,Kings,8.0,wicket,171.0,2020,"['31st', 'Match']"
31,League,Quinton de Kock,Abu Dhabi,KKR,MI,Kolkata Knight Riders,bat,MI,8.0,wicket,148.0,2020,"['32nd', 'Match']"
32,League,AB de Villiers,Dubai (DICS),RR,RCB,Rajasthan Royals,bat,RCB,7.0,wicket,177.0,2020,"['33rd', 'Match,']"
33,League,Shikhar Dhawan,Sharjah,CSK,DC,Chennai Super Kings,bat,DC,5.0,wicket,179.0,2020,"['34th', 'Match']"
34,League,Lockie Ferguson,Abu Dhabi,KKR,SRH,Sunrisers Hyderabad,field,KKR,0.0,runs,1.0,2020,"['35th', 'Match,']"
35,League,KL Rahul,Dubai (DICS),MI,KXIP,Mumbai Indians,bat,Match,2.0,runs,176.0,2020,"['36th', 'Match']"
36,League,Jos Buttler,Abu Dhabi,CSK,RR,Chennai Super Kings,bat,RR,7.0,wicket,125.0,2020,"['37th', 'Match']"
37,League,Shikhar Dhawan,Dubai (DICS),DC,KXIP,Delhi Capitals,bat,Kings,5.0,wicket,164.0,2020,"['38th', 'Match']"
38,League,Mohammed Siraj,Abu Dhabi,KKR,RCB,Kolkata Knight Riders,bat,RCB,8.0,wicket,84.0,2020,"['39th', 'Match']"
39,League,Manish Pandey,Dubai (DICS),RR,SRH,Sunrisers Hyderabad,field,SRH,8.0,wicket,154.0,2020,"['40th', 'Match']"
40,League,Trent Boult,Sharjah,CSK,MI,Mumbai Indians,field,MI,10.0,wicket,114.0,2020,"['41st', 'Match']"
41,League,Varun Chakravarthy,Abu Dhabi,KKR,DC,Delhi Capitals,field,KKR,59.0,runs,194.0,2020,"['42nd', 'Match,']"
42,League,Chris Jordan,Dubai (DICS),KXIP,SRH,Sunrisers Hyderabad,field,Kings,12.0,runs,126.0,2020,"['43rd', 'Match']"
43,League,Ruturaj Gaikwad,Dubai (DICS),RCB,CSK,Royal Challengers Bangalore,bat,CSK,8.0,wicket,145.0,2020,"['44th', 'Match,']"
44,League,Ben Stokes,Abu Dhabi,MI,RR,Mumbai Indians,bat,RR,8.0,wicket,195.0,2020,"['45th', 'Match']"
45,League,Chris Gayle,Sharjah,KKR,KXIP,Kings XI Punjab,field,Kings,8.0,wicket,149.0,2020,"['46th', 'Match']"
46,League,Wriddhiman Saha,Dubai (DICS),SRH,DC,Delhi Capitals,field,SRH,88.0,runs,219.0,2020,"['47th', 'Match']"
47,League,Suryakumar Yadav,Abu Dhabi,RCB,MI,Mumbai Indians,field,MI,5.0,wicket,164.0,2020,"['48th', 'Match']"
48,League,Ruturaj Gaikwad,Dubai (DICS),KKR,CSK,Chennai Super Kings,field,CSK,6.0,wicket,172.0,2020,"['49th', 'Match']"
49,League,Ben Stokes,Abu Dhabi,KXIP,RR,Rajasthan Royals,field,RR,7.0,wicket,185.0,2020,"['50th', 'Match']"
50,League,Ishan Kishan,Dubai (DICS),DC,MI,Mumbai Indians,field,MI,9.0,wicket,110.0,2020,"['51st', 'Match,']"
51,League,Sandeep Sharma,Sharjah,RCB,SRH,Sunrisers Hyderabad,field,SRH,5.0,wicket,120.0,2020,"['52nd', 'Match']"
52,League,Ruturaj Gaikwad,Abu Dhabi,KXIP,CSK,Chennai Super Kings,field,CSK,9.0,wicket,153.0,2020,"['53rd', 'Match,']"
53,League,Pat Cummins,Dubai (DICS),KKR,RR,Rajasthan Royals,field,KKR,60.0,runs,191.0,2020,"['54th', 'Match']"
54,League,Anrich Nortje,Abu Dhabi,RCB,DC,Delhi Capitals,field,DC,6.0,wicket,152.0,2020,"['55th', 'Match']"
55,League,Shahbaz Nadeem,Sharjah,MI,SRH,Sunrisers Hyderabad,field,SRH,10.0,wicket,149.0,2020,"['56th', 'Match']"
56,Qualifier 1,Jasprit Bumrah,Dubai (DICS),MI,DC,Delhi Capitals,field,MI,57.0,runs,200.0,2020,Qualifier 1
57,Eliminator,Kane Williamson,Abu Dhabi,RCB,SRH,Sunrisers Hyderabad,field,SRH,6.0,wicket,131.0,2020,Eliminator
58,Qualifier 2,Marcus Stoinis,Abu Dhabi,DC,SRH,Delhi Capitals,bat,DC,17.0,runs,189.0,2020,Qualifier 2
59,Final,Trent Boult,Dubai (DICS),DC,MI,Delhi Capitals,bat,MI,5.0,wicket,156.0,2020,Final
