Match Type,POTM,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Winner,Win_Margin,Result_Type,Target_Runs,Match,Season
League,Jake Fraser-McGurk, Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field_First,Delhi Capitals,10 Runs,Runs,258,43,2024
League,Sanju Samson, Lucknow,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Field_First,Rajasthan Royals,7 Wickets,Wickets,197,44,2024
League,Will Jacks, Ahmedabad,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field_First,Royal Challengers Bengaluru,9 Wickets,Wickets,201,45,2024
League,Ruturaj Gaikwad, Chennai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field_First,Chennai Super Kings,78 Runs,Runs,213,46,2024
League,Varun Chakravarthy, Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Bat_First,Kolkata Knight Riders,7 Wickets,Wickets,154,47,2024
League,Marcus Stoinis, Lucknow,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,Field_First,Lucknow Super Giants,4 Wickets,Wickets,145,48,2024
League,Harpreet Brar, Chennai,Chennai Super Kings,Punjab Kings,Punjab Kings,Field_First,Punjab Kings,7 Wickets,Wickets,163,49,2024
League,Bhuvneshwar Kumar, Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat_First,Sunrisers Hyderabad,1 Runs,Runs,202,50,2024
League,Venkatesh Iyer, Wankhede,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field_First,Kolkata Knight Riders,24 Runs,Runs,170,51,2024
League,Mohammed Siraj, Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field_First,Royal Challengers Bengaluru,4 Wickets,Wickets,148,52,2024
League,Ravindra Jadeja, Dharamsala,Chennai Super Kings,Punjab Kings,Punjab Kings,Field_First,Chennai Super Kings,28 Runs,Runs,168,53,2024
League,Sunil Narine, Lucknow,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,Field_First,Kolkata Knight Riders,98 Runs,Runs,236,54,2024
League,Suryakumar Yadav, Wankhede,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field_First,Mumbai Indians,7 Wickets,Wickets,174,55,2024
League,Kuldeep Yadav, Delhi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field_First,Delhi Capitals,20 Runs,Runs,222,56,2024
League,Travis Head, Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,Bat_First,Sunrisers Hyderabad,10 Wickets,Wickets,166,57,2024
League,Virat Kohli, Dharamsala,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field_First,Royal Challengers Bengaluru,60 Runs,Runs,242,58,2024
League,Shubman Gill, Ahmedabad,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Field_First,Gujarat Titans,35 Runs,Runs,232,59,2024
League,Varun Chakravarthy, Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field_First,Kolkata Knight Riders,18 Runs,Runs,158,60,2024
League,Simarjeet Singh, Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat_First,Chennai Super Kings,5 Wickets,Wickets,142,61,2024
League,Cameron Green, Bengaluru,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field_First,Royal Challengers Bengaluru,47 Runs,Runs,188,62,2024
League,Ishant Sharma, Delhi,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Field_First,Delhi Capitals,19 Runs,Runs,209,63,2024
League,Sam Curran, Guwahati,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Bat_First,Punjab Kings,5 Wickets,Wickets,145,64,2024
League,Nicholas Pooran, Wankhede,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field_First,Lucknow Super Giants,18 Runs,Runs,215,65,2024
League,Faf du Plessis, Bengaluru,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field_First,Royal Challengers Bengaluru,27 Runs,Runs,219,66,2024
League,Abhishek Sharma, Hyderabad,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Bat_First,Sunrisers Hyderabad,4 Wickets,Wickets,215,67,2024
Qualifier 1,Mitchell Starc, Ahmedabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat_First,Kolkata Knight Riders,8 Wickets,Wickets,160,68,2024
Eliminator,Ravichandran Ashwin, Ahmedabad,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field_First,Rajasthan Royals,4 Wickets,Wickets,173,69,2024
Qualifier 2,Shahbaz Ahmed, Chennai,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field_First,Sunrisers Hyderabad,36 Runs,Runs,176,70,2024
Final,Mitchell Starc, Chennai,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat_First,Kolkata Knight Riders,8 Wickets,Wickets,114,71,2024
